"default","arm","refinance","lien2","term30","underwater","ltv","rate","amount","fico"
0,1,0,0,1,1,78.9499969482422,6.375,15,729
0,1,0,0,0,1,79.4499969482422,4.875,52.4388008117676,707
0,1,1,0,1,1,70,5.875,10.5,736
0,1,0,0,1,1,90,5,22.0499992370605,656
0,1,1,0,1,1,67.0500030517578,5.375,31.8500003814697,652
0,1,0,0,1,1,76.0500030517578,7.25,20,770
0,1,1,0,1,1,78.8499984741211,2.625,20.5,703
0,1,0,0,1,1,80,5.75,54.4000015258789,744
0,1,1,0,1,1,73.25,2,55.2999992370605,711
1,1,0,0,1,1,78.1399993896484,6.125,40.2400016784668,705
0,1,1,0,1,1,66.7600021362305,6.25,24.5,680
1,1,0,0,1,1,67.4100036621094,3.75,18.2000007629395,750
0,1,1,0,1,1,65.3099975585938,6,80,694
0,1,0,0,1,1,74.4800033569336,5.75,20.4820995330811,775
0,1,1,0,1,1,68.8899993896484,5.875,37.2000007629395,706
0,1,1,0,1,0,44.2400016784668,6.5,18.7999992370605,737
0,1,0,0,1,1,79.6999969482422,6.25,17.1359996795654,788
0,1,0,0,1,1,79.2699966430664,6.25,17.3600006103516,788
0,0,0,0,1,1,82.9800033569336,6,33.189998626709,741
0,0,1,0,1,0,75.0999984741211,6.625,18.3999996185303,695
1,0,1,0,1,0,79.8199996948242,6.875,13.25,713
1,0,0,0,1,1,89.7099990844727,6.875,13.9049997329712,652
0,0,0,0,1,1,77.5999984741211,6.375,20.9519996643066,738
0,1,1,0,1,0,46.25,3.75,37,697
1,1,0,0,1,1,79.9700012207031,3.625,28.3899993896484,731
0,1,1,0,1,1,67.6999969482422,4,28.5,696
0,1,0,0,1,1,80,3.125,9.60000038146973,743
0,1,1,0,1,1,79.7900009155273,3.25,37.5,801
1,1,0,0,1,1,72.9199981689453,3.625,21,753
0,0,0,0,1,1,70,6.25,98,666
0,1,0,0,1,1,79,3.375,42.5023994445801,717
0,1,1,0,1,1,70.9300003051758,4.875,30.5,640
0,1,0,0,1,1,80,3.25,16,743
0,1,1,0,1,1,80,3.125,22.7999992370605,648
0,1,0,0,1,1,57.4300003051758,3.125,20.1000003814697,752
0,1,0,0,1,1,80,3.125,24.3999996185303,743
0,1,0,0,1,1,78.6900024414063,3.125,24,743
1,1,0,0,1,1,79.9700012207031,3.125,29.5900001525879,763
1,1,1,0,1,1,80,3.125,21.2000007629395,698
1,1,0,0,1,1,80,3.625,18.513599395752,698
0,1,0,0,1,1,80,2.375,21.2000007629395,770
1,1,0,0,1,1,80,3.125,22,706
0,1,0,0,1,1,80,3.125,84,736
0,1,1,0,1,0,42.9700012207031,3.375,75.1999969482422,692
0,1,1,0,1,0,47.6699981689453,3.375,71.5,740
1,1,0,0,1,1,80,5,21.9997997283936,716
0,1,1,0,1,1,80,2.625,60,707
0,1,0,0,1,1,80,2.75,14,734
0,1,0,0,1,1,79.0800018310547,3,27.5200004577637,716
0,1,1,0,1,0,76.6699981689453,5,11.5,769
0,1,1,0,1,1,80,3.125,26.3999996185303,647
0,1,0,0,1,1,75,4,15.4499998092651,815
1,1,0,0,1,1,80,5.375,16.6399993896484,742
0,1,1,0,1,1,75,6,16.125,676
0,1,0,0,1,1,67.2699966430664,6.875,26,753
0,1,1,0,1,1,75,6,16.125,676
0,1,0,0,1,1,78.370002746582,3.5,19.2000007629395,724
1,1,0,0,1,1,80,7,27.8799991607666,743
0,1,0,0,1,1,78.7200012207031,6.75,29.5200004577637,754
1,1,0,0,1,1,78.629997253418,6.75,13.7600002288818,676
0,1,1,0,1,1,65,7,16.25,757
0,1,0,0,1,1,60,6.375,67.8000030517578,689
1,1,1,0,1,1,87.9100036621094,5.75,40,721
0,1,0,0,1,1,80,5.875,30.3999996185303,710
0,1,0,0,1,1,76.9199981689453,3.25,21,635
0,1,0,0,1,1,80,6.5,23.8400001525879,753
1,1,0,0,1,1,74.75,4.82000017166138,45.5999984741211,732
1,0,1,0,1,1,96.3399963378906,6.5,13.9686002731323,767
0,1,1,0,1,1,85,6.125,60.8600006103516,649
0,1,0,0,1,1,80,3.875,35.2000007629395,710
1,1,0,0,1,1,80,3.625,52.7999992370605,690
1,1,0,0,1,1,90,3.75,52.6500015258789,753
1,1,1,0,1,1,87,3.5,43.5,629
0,1,0,0,1,1,80,3.625,42.7999992370605,772
0,1,0,0,1,1,76.0999984741211,3.375,46.7999992370605,723
0,1,0,0,1,1,79.9599990844727,3.25,43.7380981445313,758
0,1,1,0,1,1,67.0699996948242,3.125,38.9000015258789,762
0,1,1,0,1,0,42.8600006103516,4.25,45,774
0,1,1,0,1,1,53.0200004577637,5.625,58.3245010375977,733
1,1,0,0,1,1,78.8300018310547,5.375,37.8400001525879,715
0,1,1,0,1,1,62.5,4.5,112.5,715
0,1,0,0,1,1,80,5.375,36.7999992370605,761
0,1,0,0,1,1,80,5.75,46.7999992370605,761
0,1,0,0,1,1,21.1100006103516,3.75,21.1100006103516,697
0,1,0,0,1,1,79.879997253418,2.625,30.4347991943359,681
1,0,0,0,0,1,95,4.5,31.3500003814697,658
0,0,1,0,1,0,80,5.625,46,790
1,1,0,0,1,1,80,3.84999990463257,26.7999992370605,671
0,1,1,0,0,1,78.4899978637695,3,20.7999992370605,603
0,1,1,0,0,1,47.7599983215332,3.5,16,617
1,1,0,0,0,1,96.4800033569336,5.375,26.0499992370605,696
0,1,1,0,0,1,80,2,18.3999996185303,576
0,1,0,0,0,1,78.2600021362305,4,18,633
0,1,1,0,0,1,76.7399978637695,2,16.5,524
0,1,1,0,0,1,90,2,19.7099990844727,760
1,1,0,0,1,1,80,7.5,79.1999969482422,714
1,0,1,0,1,1,73.6800003051758,8.09000015258789,21,629
0,0,1,0,1,1,64.7900009155273,8.25,23,579
1,1,0,0,1,1,90,7.75,28.7999992370605,587
0,1,1,0,1,1,46.3199996948242,8.44999980926514,13.1999998092651,525
0,1,0,0,1,1,100,2,22,694
0,0,1,0,1,1,83.5999984741211,6.40000009536743,26,693
0,1,1,0,1,1,80,6.75,16.7999992370605,572
1,1,1,0,1,1,65,6.82499980926514,16.8999996185303,550
1,1,1,0,1,1,85,3.125,25.3299999237061,559
0,1,1,0,1,1,64.25,8.60000038146973,13.3000001907349,510
0,1,1,0,1,1,80,6.125,19.2000007629395,623
0,1,1,0,1,1,90,6.94999980926514,26.1000003814697,602
0,0,0,0,1,1,95,2,23.2749996185303,680
0,1,1,0,1,1,85,3,32.2999992370605,640
0,1,1,0,1,1,50.2999992370605,6.84999990463257,8.30000019073486,635
0,1,1,0,1,1,78.3499984741211,6.44999980926514,20.4500007629395,647
1,1,1,0,1,1,80,7.09999990463257,34,644
0,1,1,0,1,1,72.8600006103516,6.94999980926514,20.3999996185303,635
1,1,1,0,1,1,85,8.39999961853027,25.9249992370605,625
1,1,1,0,1,1,87.4599990844727,7.75,25.7999992370605,599
0,1,1,0,1,1,90,7.44999980926514,21.1499996185303,627
0,1,1,0,1,1,83.0199966430664,7.09999990463257,22,603
0,1,1,0,1,1,81.5,8.72500038146973,24.125,520
1,1,1,0,1,1,64.2600021362305,3.625,39.2000007629395,521
0,1,0,0,1,1,80,3,22.3999996185303,647
0,1,1,0,1,1,70,6.25,25.5499992370605,684
1,0,1,0,1,1,90,7.15000009536743,22.0499992370605,619
1,1,1,0,1,1,59.2799987792969,7.09999990463257,14.8199996948242,541
0,1,1,0,1,1,75,3,17.25,613
1,1,1,0,1,1,59.4099998474121,7.72499990463257,10.1000003814697,657
1,0,1,0,1,1,64.9000015258789,7.25,15.8999996185303,607
1,1,1,0,1,1,70,6.59999990463257,16.4500007629395,710
0,1,1,0,1,1,73.0500030517578,2,18.7000007629395,659
0,0,1,0,1,0,38.8499984741211,8.82499980926514,10.1000003814697,673
0,0,1,0,1,1,63.3600006103516,6.375,17.5499992370605,714
0,0,1,0,1,1,80,6.875,20.3999996185303,729
0,0,0,0,1,1,77.370002746582,6.625,28.2399997711182,654
0,0,0,0,1,1,78.9800033569336,6.25,18.5599994659424,779
0,0,1,0,1,1,80,6.5,34.4000015258789,679
0,0,0,0,1,1,79.7600021362305,6.5,29.5900001525879,679
0,0,1,0,1,0,79.6500015258789,7,45.7999992370605,713
0,0,1,0,1,1,66.6699981689453,5.875,18,738
0,0,1,0,1,1,62.4000015258789,5.75,37.4404983520508,760
0,0,1,0,1,1,76.4199981689453,5.75,40.1189994812012,792
0,0,1,0,1,1,60,5.875,48,781
0,0,0,0,1,1,79.7699966430664,5.625,42.0400009155273,739
0,0,0,0,1,1,80,5.875,59.2000007629395,801
0,0,1,0,1,1,67.9199981689453,6.375,37.6959991455078,809
1,0,1,0,1,1,90.2799987792969,6.25,39.2700004577637,687
0,0,1,0,1,1,75,5.875,54.375,722
0,0,1,0,1,1,75.5800018310547,5.875,52.9049987792969,686
0,0,0,0,0,1,80,5,40,795
0,0,1,0,0,1,48.3300018310547,3.875,37.7000007629395,749
0,0,0,0,1,1,73.8099975585938,5.75,62,733
1,0,0,0,1,1,75.0800018310547,6.75,48.7999992370605,708
0,0,1,0,0,0,61.6800003051758,6,24.2999992370605,726
0,0,1,0,1,1,59.5400009155273,6.125,17.9220008850098,729
0,0,1,0,1,1,59.0800018310547,6,10,751
0,0,1,0,0,0,67.879997253418,5.75,10.5560998916626,694
0,0,1,0,0,0,39.5800018310547,6.125,9.5,691
0,0,0,0,0,0,67.2399978637695,5.5,19.5,752
0,0,1,0,0,0,74.6600036621094,5.875,10.8999996185303,717
0,0,1,0,1,1,66.25,6.875,17.49049949646,754
0,0,1,0,0,0,50.4500007629395,6.25,13.5200004577637,748
0,0,0,0,1,1,80,7,11.6000003814697,732
0,0,1,0,0,0,35.9300003051758,6.25,9.69999980926514,748
1,0,0,0,1,0,44.439998626709,6.5,8,775
0,0,1,0,0,0,34.1100006103516,6.25,9.38000011444092,748
0,0,0,0,0,0,77.6900024414063,5.625,19.5,763
0,0,1,0,1,1,57.3800010681152,5.875,10.3900003433228,766
0,0,1,0,1,0,37.5,6.25,30,767
0,0,1,0,1,1,55.6599998474121,5.875,17.8099994659424,742
0,0,1,0,1,1,70,6.375,10.4995002746582,657
0,0,1,0,1,1,64.9400024414063,6,10.2608995437622,784
1,0,1,0,0,1,90,6.25,19.1700000762939,690
1,0,0,0,1,0,48.4799995422363,6.125,8,715
0,0,1,0,1,0,30.3999996185303,6.125,7.80000019073486,684
0,0,0,0,1,0,46.5099983215332,6.375,10,815
0,0,1,0,1,1,78.6699981689453,5.875,11.8000001907349,711
0,0,1,0,0,0,45.6500015258789,5.5,9.17599964141846,604
1,0,1,0,1,1,79.7200012207031,6.375,16.8999996185303,772
0,0,0,0,1,1,81.9800033569336,6.25,18.2000007629395,738
0,0,0,0,1,1,68.9199981689453,6.625,22.3999996185303,737
0,0,0,0,1,1,69.9700012207031,6.75,16.7929992675781,671
0,0,1,0,1,1,65.1999969482422,6.5,14.6700000762939,766
0,0,1,0,1,0,37,6.5,8.14000034332275,749
0,0,1,0,1,1,77.3300018310547,6.625,23.2000007629395,781
0,0,0,0,1,0,50.9500007629395,6,18.7000007629395,756
0,0,1,0,0,0,45.2599983215332,6,9.77700042724609,707
0,0,0,0,1,1,74.25,6.25,20.2695999145508,726
0,0,1,0,1,1,66.379997253418,6.375,19.0303001403809,624
0,0,1,0,0,1,59.75,5.5,20.0160999298096,665
0,0,0,0,1,1,80,6.375,11.6800003051758,773
1,0,0,0,1,1,75.1500015258789,6.125,37.2000007629395,762
0,0,1,0,1,0,34.0699996948242,5.875,12.1614999771118,797
0,0,0,0,1,1,61.3199996948242,6.25,16.25,783
0,0,1,0,1,1,68.9400024414063,6.375,16.5463008880615,757
0,0,1,0,1,0,35.0499992370605,6.75,15.773099899292,743
0,0,1,0,0,0,50.0699996948242,6.5,25.0352001190186,729
1,0,1,0,1,1,69.75,6.75,11.2299995422363,708
0,0,1,0,0,0,62.6800003051758,6.25,8.90019989013672,778
0,0,1,0,1,0,31.1399993896484,6.375,9.30939960479736,779
0,0,1,0,1,1,65.7300033569336,6,14.0015001296997,768
0,0,0,0,0,1,91.0599975585938,2.875,17.5750007629395,634
0,0,0,0,1,1,49.8300018310547,6.375,13.3046998977661,743
1,0,1,0,1,1,62.6100006103516,6.75,14.0865001678467,683
1,0,1,0,1,1,61.5900001525879,6.875,18.6000003814697,731
1,1,1,0,1,1,68.0800018310547,6.125,88.5,743
0,1,0,0,1,1,79.6900024414063,5.625,43.0344009399414,783
0,1,1,0,1,1,76.120002746582,6.5,57.8499984741211,671
1,1,0,0,1,1,80,7.5,17.2000007629395,610
0,0,0,0,0,0,80,7.25,11.1999998092651,622
0,0,0,0,1,0,48.4199981689453,5.98999977111816,10.6999998092651,658
0,1,0,0,1,1,79.0199966430664,5,19.3600006103516,647
