"default","arm","refinance","lien2","term30","underwater","ltv","rate","amount","fico"
1,1,0,0,1,1,74.8000030517578,2.52099990844727,20.0466003417969,700
0,1,1,0,1,0,41.8800010681152,3.125,24.5,765
0,1,1,0,1,0,21.5100002288818,6.875,10,666
0,0,0,0,1,1,103,7.25,20.1599998474121,775
0,0,0,1,1,0,18.9400005340576,5,4.6399998664856,630
1,0,0,0,1,1,80,6.65000009536743,22.3999996185303,718
1,0,0,0,1,1,77.9000015258789,3.25,22.5919990539551,744
0,0,1,0,1,1,75,6.125,21.75,737
1,0,1,0,1,1,70,4,24.5,713
1,0,1,0,0,1,82.75,7.75,23.1700000762939,560
1,0,0,1,0,0,19.7700004577637,8,5.23999977111816,752
0,0,0,1,1,0,19.9899997711182,9.5,5.87799978256226,626
1,1,0,0,1,1,80,6.05000019073486,17.7600002288818,625
0,1,0,0,1,1,80,7.38000011444092,18.7999992370605,572
1,1,0,0,1,1,80,6.40000009536743,24.2399997711182,663
0,0,0,0,0,0,14.9499998092651,12,4.19999980926514,742
0,0,0,0,0,0,19.3999996185303,10.875,2.59999990463257,734
1,1,1,0,1,1,75,6.19999980926514,21.375,605
0,1,0,0,1,1,65.9800033569336,3.125,66.6999969482422,686
0,1,0,0,1,1,79.7300033569336,3.25,20.6511001586914,779
0,0,1,0,0,1,75,6.75,18,674
1,0,0,0,1,1,73.8600006103516,3.625,65,680
0,1,1,0,1,0,43.0499992370605,5.625,90.4000015258789,711
0,1,1,0,0,1,100,2,88.6999969482422,637
0,0,1,0,1,1,80,5.875,39.2000007629395,680
0,0,0,0,1,1,80,4,24.3199996948242,794
0,1,0,0,0,1,75,2.52099990844727,27.0750007629395,711
0,0,1,0,1,1,46.0400009155273,6.75,9.30000019073486,734
0,0,1,0,0,1,95,6,32.7750015258789,632
1,0,1,0,1,1,77.8399963378906,4.625,21.25,743
1,1,0,0,1,1,100,8.375,28.5,664
0,1,0,0,1,1,70.9499969482422,3.14599990844727,21.6399993896484,727
0,0,0,0,1,0,59.8800010681152,6.75,10,748
1,0,1,0,1,1,90,8.375,36.9000015258789,590
0,0,0,0,1,1,79.6999969482422,6.40000009536743,21.5200004577637,755
1,0,1,0,1,1,80,6.25,38.7999992370605,677
0,0,0,1,0,0,34.1699981689453,8.875,9.22500038146973,709
0,0,1,1,0,0,36.3600006103516,6,10,757
1,0,1,0,1,1,80,4,19.2000007629395,700
1,0,0,0,1,1,80,6,29.6000003814697,752
1,0,1,0,0,1,63.0800018310547,6.44000005722046,24.6000003814697,658
1,0,0,0,1,1,90,5.5,32.4000015258789,697
0,1,0,0,1,1,72.5599975585938,5.5,62.2000007629395,776
0,0,1,0,1,1,53.5299987792969,6,18.6299991607666,653
0,0,0,0,1,1,70.9100036621094,8.80000019073486,19.5,594
0,1,1,0,1,1,80,2.6710000038147,28.1599998474121,721
0,0,0,0,1,1,80,5.75,25.4400005340576,787
0,1,0,0,1,1,80,3.125,32.7999992370605,752
1,0,1,0,1,1,71.4300003051758,6.75,43,709
0,0,1,1,1,0,10,8.125,8,715
1,1,1,0,1,1,90,7.84999990463257,23.3999996185303,651
0,1,0,0,0,1,79.379997253418,4.25,40.8800010681152,795
0,0,1,0,1,1,80,3.125,22.2399997711182,660
1,0,1,0,1,1,95,6.5,22.8950004577637,755
0,1,1,0,1,1,75,6.375,20.625,688
0,0,1,0,1,1,85,2,39.0999984741211,678
0,0,1,0,0,1,58.3300018310547,6.5,52.5,732
0,1,1,0,1,1,70,5.875,10.5,736
0,1,1,0,1,1,95,5.5,27.5499992370605,598
0,1,1,0,1,1,75,8.94999980926514,19.5,602
1,0,1,0,1,1,63.7099990844727,5.75,20.0699996948242,648
1,1,1,0,0,1,90,4.125,25.3799991607666,706
1,0,1,0,1,1,87.2099990844727,2.25,29.6499996185303,628
0,1,0,0,1,1,80,5.75,87.9199981689453,765
0,0,0,0,0,1,80,5.25,55.9679985046387,744
1,0,1,0,0,1,57.4500007629395,5.875,13.5,591
0,0,1,0,1,1,47.7599983215332,6.125,11.6999998092651,706
0,0,0,0,1,1,68.3499984741211,6.25,16.9500007629395,713
1,0,1,0,1,1,56.6399993896484,5.5,16.2000007629395,683
0,0,1,0,1,1,80,1.25,24.9200000762939,692
0,1,0,0,1,1,80,6.5,55.6800003051758,677
0,1,0,0,1,1,79.8899993896484,6,55.9199981689453,770
1,1,0,0,1,1,80,6.375,62.4000015258789,712
1,0,1,0,1,1,79.2399978637695,7.375,49.5279998779297,713
0,0,1,0,1,1,80,5.25,18,697
0,1,1,0,0,1,80,4.62099981307983,24,791
1,1,1,0,1,1,95,6.34999990463257,18.5249996185303,619
1,0,0,0,1,1,86.5899963378906,5,25.1100006103516,609
0,0,1,0,1,1,62.7999992370605,6.25,15.6999998092651,722
0,0,1,0,1,1,55,6.25,14.3000001907349,652
1,0,1,0,1,1,80,7.5,18,558
0,0,1,0,1,1,54.3800010681152,5.875,13.1599998474121,663
0,0,1,0,1,1,80,4.375,19.2000007629395,732
0,0,1,0,1,1,68.75,5.75,55,667
0,1,1,0,1,1,63.2400016784668,3,43,740
1,0,0,0,1,1,89.2600021362305,7.5,32.4000015258789,642
0,0,1,0,1,1,64.7099990844727,5.75,13.1999998092651,702
1,0,1,0,1,1,72.5,4.125,26.1000003814697,734
0,1,1,0,0,1,64.6900024414063,8.25,13.1000003814697,760
0,1,0,0,1,1,90.3099975585938,8.25,14.4499998092651,620
1,0,1,0,1,1,90,4,21.1499996185303,658
1,0,1,0,1,1,70,5.5,44.0999984741211,605
1,0,1,0,1,1,80,6,13.7600002288818,672
1,1,0,0,1,1,73.9499969482422,8.39999961853027,17.6000003814697,652
0,1,1,0,1,1,91.2699966430664,7,23,718
1,1,0,1,0,0,10,10.6499996185303,2.5,700
1,0,0,0,1,1,95,6.25,34.6749992370605,692
1,1,1,0,1,1,78.129997253418,7.375,18.75,582
1,0,1,0,1,1,82,5.65999984741211,18.8600006103516,708
0,1,0,0,1,0,80,6,53.9627990722656,770
0,1,1,0,1,1,80,6.375,22.9599990844727,672
0,0,1,1,1,0,9.68000030517578,8.75,3,633
0,0,0,0,1,1,79.9800033569336,6.375,34.3919982910156,701
0,0,1,0,0,0,70,5.75,63.7000007629395,744
1,1,1,0,0,1,80,4,30.7999992370605,753
1,1,0,0,1,1,80,4.5,53.8992004394531,743
0,0,0,0,1,1,80,6.5,56.7042007446289,793
1,0,0,0,1,1,80,6.55000019073486,14.3999996185303,661
0,0,1,0,1,1,67.6500015258789,5.80000019073486,46,694
1,0,0,0,1,1,80,7.875,40.7999992370605,740
0,0,1,0,1,1,85.7099990844727,7.44999980926514,18,652
0,1,0,0,1,1,80,4.375,20,734
0,0,0,0,1,1,80,3.125,18,751
0,0,0,0,1,1,72.620002746582,6.375,23.6000003814697,779
0,0,0,0,1,1,79.8099975585938,6.5,16.6000003814697,734
0,0,0,0,1,1,80,6.75,76,771
0,0,0,0,1,1,78.5500030517578,6.25,52,802
0,0,0,0,1,1,79.25,6.75,50.3250007629395,749
0,0,1,0,1,1,58.8199996948242,6.75,15,642
0,0,1,0,1,0,80.8300018310547,6.5,16.1650009155273,735
1,1,0,0,1,1,80,2.625,18.1599998474121,756
0,0,0,0,1,1,64.7200012207031,5.875,50,782
0,1,0,0,1,1,80,2.375,21.2000007629395,770
0,1,1,0,1,1,51.939998626709,6.75,16.1000003814697,687
0,0,0,0,1,1,80,7.5,54.4574012756348,780
0,1,0,1,0,0,9.96000003814697,5.5,2.54999995231628,771
1,0,1,0,1,1,79.9899978637695,6.15000009536743,21.25,673
1,0,1,0,1,1,80,7.375,25.6000003814697,653
1,0,1,0,0,1,75,4,32.4000015258789,634
1,0,0,0,1,1,79.9300003051758,6.375,79.9268035888672,709
0,0,0,0,1,1,79.879997253418,3,26,641
0,0,0,0,1,0,95,7.125,31.3500003814697,786
1,0,0,0,1,1,80,6.76999998092651,16.3999996185303,678
0,0,0,1,0,0,20,5,5.51999998092651,676
0,0,0,0,1,0,77.5800018310547,6.875,25.6000003814697,756
0,0,1,0,1,1,103,7.125,20.6000003814697,683
1,0,1,0,0,1,78.5800018310547,8.25,20.8250007629395,550
0,0,1,0,1,1,51.6699981689453,6.75,9.30000019073486,753
0,1,0,0,1,1,80,3.25,14.7741003036499,755
1,0,1,0,1,1,75,7.75,16.5,706
0,0,0,0,1,1,80,6.625,60,772
1,1,0,0,1,1,85,7.72499990463257,25.5,597
0,0,1,0,0,1,79.6900024414063,6.375,12.75,665
0,0,1,1,1,0,10.3699998855591,7.625,2.79999995231628,778
1,0,1,0,1,1,76.25,7.25,12.1999998092651,561
0,0,0,0,1,1,69.3899993896484,6.625,34,767
1,1,0,0,1,1,78.6500015258789,3.375,51.1199989318848,664
0,0,0,0,1,1,80,3.875,17.2000007629395,709
0,0,0,1,1,0,9.78999996185303,7.75,6.94999980926514,774
0,0,1,0,1,1,64.2200012207031,6.55999994277954,21,589
1,0,1,1,0,0,13.6999998092651,14.3999996185303,4.72499990463257,631
1,0,0,0,1,1,80,6.19999980926514,15.2799997329712,708
0,0,0,1,0,0,14.6099996566772,11.875,3.87159991264343,702
0,0,1,0,1,1,58.7299995422363,6.375,14.8000001907349,730
0,0,0,0,0,0,20,6.875,4.09999990463257,789
0,1,1,0,1,1,57.5299987792969,5.75,16.7999992370605,661
0,1,1,0,1,1,69.0299987792969,3.12100005149841,18.5,686
0,1,1,0,1,1,80,3.625,22,718
0,1,1,0,1,1,80,6.625,38,662
0,0,0,0,1,0,26.5200004577637,6.25,7,716
1,0,1,0,1,1,90,9.69999980926514,41.8499984741211,543
1,0,1,0,1,1,82.6900024414063,6.125,27.7000007629395,797
0,1,0,0,1,1,80,5.75,46.7999992370605,761
1,0,1,0,1,1,65,8.375,29.25,648
0,1,1,0,1,1,93.8099975585938,4,19.7000007629395,680
0,0,1,0,1,1,73.1800003051758,5.375,31.1000003814697,724
0,0,0,0,1,1,79.3499984741211,7.5,30.3999996185303,686
0,0,0,0,1,1,78.0100021362305,6.375,52.7999992370605,752
1,1,1,0,1,1,62.060001373291,4.30000019073486,75.4000015258789,699
0,1,1,0,1,1,80,3.125,51.2000007629395,694
0,1,0,0,1,1,79.7300033569336,6.25,26.1529998779297,771
0,0,1,0,1,0,48,5.875,18.0699996948242,764
0,0,0,0,1,1,90,6.84999990463257,67.7699966430664,738
1,1,0,0,1,1,71.8399963378906,6.375,10.9200000762939,588
1,1,0,0,1,1,80,7.5,27.6000003814697,585
0,1,0,0,0,1,78.4700012207031,6.625,23.9974002838135,721
0,1,0,0,1,1,90,3.34999990463257,21.7800006866455,631
0,0,1,0,1,1,75,2.5,18.75,632
1,0,1,0,1,1,77.2900009155273,7.375,38.7999992370605,701
1,0,1,0,1,1,85,7.25,21.25,566
0,1,0,0,1,1,80,6.5,80,705
0,1,0,0,1,1,80,6.25,20.7999992370605,777
0,1,1,0,1,1,70,6,18.8999996185303,689
0,0,0,0,1,1,78.2600021362305,6.90000009536743,18,767
0,1,1,0,1,1,66.2799987792969,6.25,63.5,646
0,0,0,1,0,0,15.3500003814697,8,3.89849996566772,698
1,0,1,0,1,1,50,6.7649998664856,12.5,550
1,0,1,0,1,1,64.7300033569336,6.875,17.7999992370605,713
1,1,1,0,1,1,74.0699996948242,5.82000017166138,100,699
0,1,0,0,1,1,80,3.875,17.6000003814697,754
0,0,1,0,1,1,71.75,6.875,22.6000003814697,668
0,0,0,1,0,0,20,10,4.15000009536743,798
0,0,1,0,1,1,79.4100036621094,6,18.8999996185303,694
0,0,0,0,1,1,78.9800033569336,6.75,37.1199989318848,722
0,1,1,0,1,1,57.0800018310547,3.625,68.5,693
1,0,0,0,1,1,79.1500015258789,5.3899998664856,37.2000007629395,653
0,0,0,0,1,1,80,3,16.8799991607666,740
0,0,1,0,1,1,80,3.75,19.0400009155273,661
1,0,1,0,1,1,80,4,25.2000007629395,690
0,1,0,0,1,1,80,3.125,18,771
1,0,0,1,0,0,20,12.8000001907349,7.9980001449585,647
0,1,0,0,1,1,80,5.75,18.2000007629395,751
1,0,1,0,0,1,70,5.875,19.6000003814697,511
0,0,1,0,1,1,72.8000030517578,6.375,18.2000007629395,727
0,1,0,0,1,0,67.8499984741211,3.125,65,673
0,0,0,1,0,1,62.1800003051758,7.625,1.98989999294281,749
1,0,1,0,0,1,95,7.84999990463257,24.5100002288818,637
0,1,1,0,1,1,53.3600006103516,3.5,13.5,705
0,0,0,0,1,1,80,6.625,66.253303527832,709
1,1,0,0,1,1,79.9000015258789,6.5,42.1869010925293,747
0,1,1,0,1,1,46.3199996948242,8.44999980926514,13.1999998092651,525
0,1,0,0,1,1,78,7.25,39,591
1,0,0,0,1,1,80,5.26999998092651,22.7999992370605,668
1,0,1,0,1,1,78.4599990844727,7.75,20.3999996185303,631
1,0,0,0,1,1,90,6.94999980926514,14.8500003814697,598
0,0,1,0,1,1,64.5199966430664,6,100,745
1,1,1,0,1,1,78.8199996948242,6.625,26.7999992370605,708
0,0,0,0,0,1,53.6800003051758,7,15.3000001907349,661
0,1,1,0,0,1,95,4.89599990844727,21.8500003814697,730
0,0,1,0,1,1,79.8399963378906,3.84999990463257,19.3999996185303,696
0,0,1,0,1,1,59.0900001525879,6.5,65,734
0,1,1,0,1,1,79.3300018310547,2.625,23.7999992370605,723
0,0,1,0,1,1,75,3.875,28.5,673
0,1,0,0,1,1,80,2.6710000038147,19.6800003051758,708
0,1,1,0,1,1,65.379997253418,6.375,25.5,693
0,0,0,1,1,1,74.0299987792969,2,4.09999990463257,581
0,1,1,0,1,1,75,7.94999980926514,14.7749996185303,633
1,0,1,0,1,1,95,7.625,24.2250003814697,648
0,0,1,0,1,1,59.2000007629395,6.25,33.4500007629395,667
0,1,1,0,1,1,66.2300033569336,2.875,20.3999996185303,684
0,1,0,0,0,1,79.9899978637695,7.125,27.1900005340576,654
0,0,1,0,1,1,90,4.25,22.9500007629395,666
0,0,1,0,1,0,66.7699966430664,6.5,8.68000030517578,693
1,0,1,0,1,1,79.2099990844727,4.75,16,674
0,0,1,0,1,1,80,6.25,37.1199989318848,743
1,0,1,1,0,0,20,11.75,6.30000019073486,678
1,0,0,0,1,1,79.5299987792969,6.5,20.2000007629395,668
1,0,1,0,0,1,80,3.375,31.2000007629395,763
0,0,1,1,0,0,15.8199996948242,7.90000009536743,5,638
1,0,1,0,1,1,76,5.875,64.5999984741211,764
0,0,1,0,1,1,56.439998626709,5.875,9.19999980926514,682
0,0,1,0,0,0,41.5099983215332,7.98999977111816,11,586
0,0,1,0,0,1,80,3.75,14,737
0,0,1,0,1,1,80,3.875,18.6399993896484,750
1,0,0,1,1,0,13.5,8.5,4.41450023651123,730
0,0,0,1,0,0,20,10,5.40000009536743,753
0,1,0,0,1,1,79.75,6.375,25.4400005340576,742
0,1,0,0,1,1,80,3.5,30,719
0,0,0,0,0,1,80,5.875,45.5999984741211,798
0,0,0,1,1,0,9.9399995803833,8.75,6.16499996185303,724
1,0,0,0,1,1,76.0800018310547,5.5,31.1919994354248,727
1,1,0,0,1,0,18.5699996948242,4.125,12.7200002670288,751
1,0,1,0,1,1,85,6.5,16.1499996185303,649
1,0,1,1,1,0,20.9799995422363,6.5,5.34999990463257,711
0,0,1,0,1,1,77.7799987792969,6.40000009536743,17.5,644
0,0,1,0,1,1,73.5500030517578,5.75,11.3999996185303,650
0,1,1,0,1,1,72.9700012207031,3.125,13.5,746
0,1,0,0,1,1,80,3.125,25.2000007629395,764
1,0,1,0,1,1,90,7.15000009536743,22.0499992370605,619
